id;response;prompt_category;graph;domain;task;cntbl_cond;subject;temperature
1;75;single_numeric_response;collider;economy;a;ppp;claude-sonnet-4-20250514;0.0
2;75;single_numeric_response;collider;economy;a;ppp;claude-sonnet-4-20250514;0.0
3;67;single_numeric_response;collider;economy;b;ppp;claude-sonnet-4-20250514;0.0
4;67;single_numeric_response;collider;economy;b;ppp;claude-sonnet-4-20250514;0.0
5;75;single_numeric_response;collider;economy;c;ppp;claude-sonnet-4-20250514;0.0
6;75;single_numeric_response;collider;economy;c;ppp;claude-sonnet-4-20250514;0.0
7;50;single_numeric_response;collider;economy;d;ppp;claude-sonnet-4-20250514;0.0
8;50;single_numeric_response;collider;economy;d;ppp;claude-sonnet-4-20250514;0.0
9;50;single_numeric_response;collider;economy;e;ppp;claude-sonnet-4-20250514;0.0
10;50;single_numeric_response;collider;economy;e;ppp;claude-sonnet-4-20250514;0.0
11;25;single_numeric_response;collider;economy;f;ppp;claude-sonnet-4-20250514;0.0
12;25;single_numeric_response;collider;economy;f;ppp;claude-sonnet-4-20250514;0.0
13;25;single_numeric_response;collider;economy;g;ppp;claude-sonnet-4-20250514;0.0
14;25;single_numeric_response;collider;economy;g;ppp;claude-sonnet-4-20250514;0.0
15;25;single_numeric_response;collider;economy;h;ppp;claude-sonnet-4-20250514;0.0
16;25;single_numeric_response;collider;economy;h;ppp;claude-sonnet-4-20250514;0.0
17;25;single_numeric_response;collider;economy;i;ppp;claude-sonnet-4-20250514;0.0
18;50;single_numeric_response;collider;economy;j;ppp;claude-sonnet-4-20250514;0.0
19;75;single_numeric_response;collider;economy;j;ppp;claude-sonnet-4-20250514;0.0
20;85;single_numeric_response;collider;economy;k;ppp;claude-sonnet-4-20250514;0.0
61;75;single_numeric_response;collider;economy;a;pmm;claude-sonnet-4-20250514;0.0
62;50;single_numeric_response;collider;economy;a;pmm;claude-sonnet-4-20250514;0.0
63;67;single_numeric_response;collider;economy;b;pmm;claude-sonnet-4-20250514;0.0
64;67;single_numeric_response;collider;economy;b;pmm;claude-sonnet-4-20250514;0.0
65;75;single_numeric_response;collider;economy;c;pmm;claude-sonnet-4-20250514;0.0
66;75;single_numeric_response;collider;economy;c;pmm;claude-sonnet-4-20250514;0.0
67;50;single_numeric_response;collider;economy;d;pmm;claude-sonnet-4-20250514;0.0
68;50;single_numeric_response;collider;economy;d;pmm;claude-sonnet-4-20250514;0.0
69;50;single_numeric_response;collider;economy;e;pmm;claude-sonnet-4-20250514;0.0
70;50;single_numeric_response;collider;economy;e;pmm;claude-sonnet-4-20250514;0.0
71;25;single_numeric_response;collider;economy;f;pmm;claude-sonnet-4-20250514;0.0
