id;response;reasoning_effort;verbosity;prompt_category;content_category;graph;cntbl_cond;subject;temperature
1;Error: Claude API error: Error code: 404 - {'type': 'error', 'error': {'type': 'not_found_error', 'message': 'model: claude-3-sonnet-20240229'}, 'request_id': 'req_011CSTQUQ1dznzLDZnjBX63X'};N/A;N/A;numeric;overloaded;collider;ppp;claude-3-sonnet-20240229;0.0
2;Error: Claude API error: Error code: 404 - {'type': 'error', 'error': {'type': 'not_found_error', 'message': 'model: claude-3-sonnet-20240229'}, 'request_id': 'req_011CSTQUUYFR4ta23nL56duj'};N/A;N/A;numeric;overloaded;collider;ppp;claude-3-sonnet-20240229;0.0
3;Error: Claude API error: Error code: 404 - {'type': 'error', 'error': {'type': 'not_found_error', 'message': 'model: claude-3-sonnet-20240229'}, 'request_id': 'req_011CSTQUZ5bWMjPNVaN2keRC'};N/A;N/A;numeric;overloaded;collider;ppp;claude-3-sonnet-20240229;0.0
4;Error: Claude API error: Error code: 404 - {'type': 'error', 'error': {'type': 'not_found_error', 'message': 'model: claude-3-sonnet-20240229'}, 'request_id': 'req_011CSTQUdgAb3Xa8JMoJRRLn'};N/A;N/A;numeric;overloaded;collider;ppp;claude-3-sonnet-20240229;0.0
5;Error: Claude API error: Error code: 404 - {'type': 'error', 'error': {'type': 'not_found_error', 'message': 'model: claude-3-sonnet-20240229'}, 'request_id': 'req_011CSTQUiDmJiPKbEkk43SRS'};N/A;N/A;numeric;overloaded;collider;ppp;claude-3-sonnet-20240229;0.0
6;Error: Claude API error: Error code: 404 - {'type': 'error', 'error': {'type': 'not_found_error', 'message': 'model: claude-3-sonnet-20240229'}, 'request_id': 'req_011CSTQUnnr8omVU5xQxckrS'};N/A;N/A;numeric;overloaded;collider;ppp;claude-3-sonnet-20240229;0.0
7;Error: Claude API error: Error code: 404 - {'type': 'error', 'error': {'type': 'not_found_error', 'message': 'model: claude-3-sonnet-20240229'}, 'request_id': 'req_011CSTQUsMw4dyRZBv2ALjqG'};N/A;N/A;numeric;overloaded;collider;ppp;claude-3-sonnet-20240229;0.0
8;Error: Claude API error: Error code: 404 - {'type': 'error', 'error': {'type': 'not_found_error', 'message': 'model: claude-3-sonnet-20240229'}, 'request_id': 'req_011CSTQUwu3AhnMxLxKkBcAW'};N/A;N/A;numeric;overloaded;collider;ppp;claude-3-sonnet-20240229;0.0
9;Error: Claude API error: Error code: 404 - {'type': 'error', 'error': {'type': 'not_found_error', 'message': 'model: claude-3-sonnet-20240229'}, 'request_id': 'req_011CSTQV2VcT9oxyFX5uNveT'};N/A;N/A;numeric;overloaded;collider;ppp;claude-3-sonnet-20240229;0.0
10;Error: Claude API error: Error code: 404 - {'type': 'error', 'error': {'type': 'not_found_error', 'message': 'model: claude-3-sonnet-20240229'}, 'request_id': 'req_011CSTQV76Bj3oXw5BgVfFwg'};N/A;N/A;numeric;overloaded;collider;ppp;claude-3-sonnet-20240229;0.0
11;Error: Claude API error: Error code: 404 - {'type': 'error', 'error': {'type': 'not_found_error', 'message': 'model: claude-3-sonnet-20240229'}, 'request_id': 'req_011CSTQVBhW6d6MfrDf6UqKQ'};N/A;N/A;numeric;overloaded;collider;ppp;claude-3-sonnet-20240229;0.0
12;Error: Claude API error: Error code: 404 - {'type': 'error', 'error': {'type': 'not_found_error', 'message': 'model: claude-3-sonnet-20240229'}, 'request_id': 'req_011CSTQVGEr2DLnE8nVcs4u5'};N/A;N/A;numeric;overloaded;collider;ppp;claude-3-sonnet-20240229;0.0
13;Error: Claude API error: Error code: 404 - {'type': 'error', 'error': {'type': 'not_found_error', 'message': 'model: claude-3-sonnet-20240229'}, 'request_id': 'req_011CSTQVLrfVHs9ozbQRN3CB'};N/A;N/A;numeric;overloaded;collider;ppp;claude-3-sonnet-20240229;0.0
14;Error: Claude API error: Error code: 404 - {'type': 'error', 'error': {'type': 'not_found_error', 'message': 'model: claude-3-sonnet-20240229'}, 'request_id': 'req_011CSTQVRQ1QriFQoPFVRoJx'};N/A;N/A;numeric;overloaded;collider;ppp;claude-3-sonnet-20240229;0.0
15;Error: Claude API error: Error code: 404 - {'type': 'error', 'error': {'type': 'not_found_error', 'message': 'model: claude-3-sonnet-20240229'}, 'request_id': 'req_011CSTQVVyb7aPmLyT9duxNo'};N/A;N/A;numeric;overloaded;collider;ppp;claude-3-sonnet-20240229;0.0
16;Error: Claude API error: Error code: 404 - {'type': 'error', 'error': {'type': 'not_found_error', 'message': 'model: claude-3-sonnet-20240229'}, 'request_id': 'req_011CSTQVaZB5UePk8oEYjuPB'};N/A;N/A;numeric;overloaded;collider;ppp;claude-3-sonnet-20240229;0.0
