agent,prompt_category,domain,loss,mae,rmse,r2,ece_10bin,aic,bic,num_rows,model,params_tying,lr,optimizer,version,experiment,graph_type,temperature,included_domains,seed_used,restart_index,run_timestamp,init_pC1,fit_pC1,init_pC2,fit_pC2,init_w0,fit_w0,init_w1,fit_w1,init_w2,fit_w2,init_b,fit_b,init_m1,fit_m1,init_m2,fit_m2,loss_function,loocv_rmse,loocv_mae,loocv_r2,loocv_consistency,loocv_calibration,loocv_bias,loocv_n_folds
claude-3-5-haiku-20241022,numeric,,0.0362669639289379,0.1461769044399261,0.1812885254621505,0.4474302563530404,0.0510819513350725,-813.6794409702729,-803.237524200247,240,noisy_or,3,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,4,4,2025-08-16T00:15:00.344150+00:00,0.5121279954910278,0.5038653612136841,0.5121279954910278,0.5038653612136841,,,,,,,0.4838784635066986,0.295783519744873,0.4927954077720642,0.5348392128944397,0.4927954077720642,0.5348392128944397,,,,,,,,
claude-3-7-sonnet-20250219,numeric,,0.0630161091685295,0.0737416297197341,0.1171108037233352,0.8970541780375582,0.0360904674977064,-1023.4246809380536,-1012.9827641680276,240,noisy_or,3,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-16T00:15:07.125268+00:00,0.5055516958236694,0.4650417864322662,0.5055516958236694,0.4650417864322662,,,,,,,0.5037974119186401,0.0195731800049543,0.5437019467353821,0.9195854067802428,0.5437019467353821,0.9195854067802428,,,,,,,,
claude-3-haiku-20240307,numeric,,0.0517412349581718,0.1543903946876526,0.1900574266910553,0.4000095176291308,0.0438014984130859,-791.005923658663,-780.5640068886371,240,noisy_or,3,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,4,4,2025-08-16T00:15:20.325054+00:00,0.5121279954910278,0.6575976014137268,0.5121279954910278,0.6575976014137268,,,,,,,0.4838784635066986,0.3533318638801574,0.4927954077720642,0.5734022855758667,0.4927954077720642,0.5734022855758667,,,,,,,,
claude-opus-4-20250514,numeric,,0.0446566119790077,0.1109447479248046,0.1469364315271377,0.7770434569442919,0.0344288004562258,-914.522514357144,-904.0805975871182,240,noisy_or,3,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-16T00:15:28.264797+00:00,0.5055516958236694,0.4781279861927032,0.5055516958236694,0.4781279861927032,,,,,,,0.5037974119186401,0.095585711300373,0.5437019467353821,0.7826939225196838,0.5437019467353821,0.7826939225196838,,,,,,,,
claude-sonnet-4-20250514,numeric,,0.0426519475877285,0.0875427424907684,0.1023057475686073,0.8967638661606763,0.037879154458642,-1088.2989152891694,-1077.8569985191434,240,noisy_or,3,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-16T00:15:36.462116+00:00,0.5055516958236694,0.4582407176494598,0.5055516958236694,0.4582407176494598,,,,,,,0.5037974119186401,0.1029290780425071,0.5437019467353821,0.8522419929504395,0.5437019467353821,0.8522419929504395,,,,,,,,
gpt-4,numeric,,0.0380274914205074,0.1614135056734085,0.1745432466268539,0.4979012242351085,0.1221175037324428,-831.8797006041899,-821.437783834164,240,noisy_or,3,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,4,4,2025-08-16T00:15:45.466292+00:00,0.5121279954910278,0.5803623795509338,0.5121279954910278,0.5803623795509338,,,,,,,0.4838784635066986,0.2425358295440673,0.4927954077720642,0.6150877475738525,0.4927954077720642,0.6150877475738525,,,,,,,,
gpt-4.1,numeric,,0.0664432570338249,0.0420170091092586,0.0905497893691062,0.9437437204856692,0.023745698062703,-1146.890609166602,-1136.448692396576,240,noisy_or,3,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-16T00:15:53.598745+00:00,0.5055516958236694,0.4697129428386688,0.5055516958236694,0.4697129428386688,,,,,,,0.5037974119186401,0.0220829676836729,0.5437019467353821,0.9830159544944764,0.5437019467353821,0.9830159544944764,,,,,,,,
gpt-4.1-mini,numeric,,0.0807877033948898,0.1217351928353309,0.1772844940423965,0.7755680228550701,0.0656974906101822,-824.3997904256536,-813.9578736556276,240,noisy_or,3,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T00:16:07.475277+00:00,0.4715025722980499,0.3839560747146606,0.4715025722980499,0.3839560747146606,,,,,,,0.494641900062561,0.0238707605749368,0.4953719675540924,0.8592097163200378,0.4953719675540924,0.8592097163200378,,,,,,,,
gpt-4o,numeric,,0.0750834643840789,0.0723438560962677,0.1255282908678054,0.8956724712592451,0.0228901723399758,-990.1075883522518,-979.665671582226,240,noisy_or,3,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-16T00:16:18.379659+00:00,0.5055516958236694,0.4122550189495086,0.5055516958236694,0.4122550189495086,,,,,,,0.5037974119186401,0.0172093007713556,0.5437019467353821,0.9766597747802734,0.5437019467353821,0.9766597747802734,,,,,,,,
humans,numeric,,0.0189701560884714,0.0908365324139595,0.1100012958049774,0.7723586302181731,0.0062899634242057,-1053.4862800164385,-1043.0443632464123,240,noisy_or,3,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,9,9,2025-08-16T00:16:32.858611+00:00,0.5083481073379517,0.5285243391990662,0.5083481073379517,0.5285243391990662,,,,,,,0.4851265251636505,0.2389554679393768,0.5145881772041321,0.630224883556366,0.5145881772041321,0.630224883556366,,,,,,,,
o3,numeric,,0.0373092330992221,0.0763840675354003,0.0894799903035163,0.9160298598180694,0.0087282471358776,-1152.595322661836,-1142.15340589181,240,noisy_or,3,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-16T00:16:39.960940+00:00,0.5055516958236694,0.4431931376457214,0.5055516958236694,0.4431931376457214,,,,,,,0.5037974119186401,0.1069962978363037,0.5437019467353821,0.8417131900787354,0.5437019467353821,0.8417131900787354,,,,,,,,
o3-mini,numeric,,0.0714692026376724,0.0527851432561874,0.1018101051449775,0.9303838549390636,0.0233044391497969,-1090.6300418596145,-1080.1881250895883,240,noisy_or,3,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-16T00:16:49.962048+00:00,0.5055516958236694,0.4521187543869018,0.5055516958236694,0.4521187543869018,,,,,,,0.5037974119186401,0.0199316758662462,0.5437019467353821,0.9917479753494264,0.5437019467353821,0.9917479753494264,,,,,,,,
gpt-4,numeric-conf,,0.0302866585552692,0.1373448371887207,0.1564459949731826,0.5144030422027983,0.0823599107563495,-884.4213098575515,-873.9793930875255,240,noisy_or,3,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,4,4,2025-08-16T00:17:06.588264+00:00,0.5121279954910278,0.5643704533576965,0.5121279954910278,0.5643704533576965,,,,,,,0.4838784635066986,0.265695184469223,0.4927954077720642,0.572147011756897,0.4927954077720642,0.572147011756897,,,,,,,,
gpt-4.1,numeric-conf,,0.0542099066078662,0.0746400281786918,0.0908345729112625,0.9313174533160536,0.0353097353130578,-1145.3833229253842,-1134.9414061553582,240,noisy_or,3,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-16T00:17:14.389211+00:00,0.5055516958236694,0.4348857700824737,0.5055516958236694,0.4348857700824737,,,,,,,0.5037974119186401,0.050321627408266,0.5437019467353821,0.910256803035736,0.5437019467353821,0.910256803035736,,,,,,,,
gpt-4.1-mini,numeric-conf,,0.057564940303564,0.132268413901329,0.194859966635704,0.6218896279092,0.0314726948738098,-779.0275595128023,-768.5856427427764,240,noisy_or,3,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T00:17:24.427160+00:00,0.4715025722980499,0.4170363545417785,0.4715025722980499,0.4170363545417785,,,,,,,0.494641900062561,0.109730340540409,0.4953719675540924,0.7240182161331177,0.4953719675540924,0.7240182161331177,,,,,,,,
gpt-4o,numeric-conf,,0.0520013161003589,0.0981190875172615,0.1344042271375656,0.838559462637499,0.0354033507406711,-957.3136496118278,-946.871732841802,240,noisy_or,3,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-16T00:17:32.090230+00:00,0.5055516958236694,0.4586287438869476,0.5055516958236694,0.4586287438869476,,,,,,,0.5037974119186401,0.0707995370030403,0.5437019467353821,0.8430184721946716,0.5437019467353821,0.8430184721946716,,,,,,,,
o3,numeric-conf,,0.0314762815833091,0.078666478395462,0.0928124114871025,0.8909521031839491,0.0188604187220335,-1135.0439259911732,-1124.6020092211472,240,noisy_or,3,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T00:17:41.245360+00:00,0.4715025722980499,0.4120751619338989,0.4715025722980499,0.4120751619338989,,,,,,,0.494641900062561,0.1385425925254821,0.4953719675540924,0.7737535834312439,0.4953719675540924,0.7737535834312439,,,,,,,,
o3-mini,numeric-conf,,0.0638151243329048,0.072221502661705,0.0890300646424293,0.9395734946567308,0.0327533886302262,-1155.0149601031978,-1144.573043333172,240,noisy_or,3,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-16T00:17:48.826902+00:00,0.5055516958236694,0.4073264598846435,0.5055516958236694,0.4073264598846435,,,,,,,0.5037974119186401,0.0352192036807537,0.5437019467353821,0.9513192176818848,0.5437019467353821,0.9513192176818848,,,,,,,,
claude-3-haiku-20240307,CoT,,0.0490652248263359,0.1240504905581474,0.1621418595314026,0.5635309674345539,0.0166603296995162,-867.2561434596873,-856.8142266896614,240,noisy_or,3,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,4,4,2025-08-16T00:18:01.541656+00:00,0.5121279954910278,0.6932862401008606,0.5121279954910278,0.6932862401008606,,,,,,,0.4838784635066986,0.2810781002044678,0.4927954077720642,0.6753186583518982,0.4927954077720642,0.6753186583518982,,,,,,,,
claude-opus-4-20250514,CoT,,0.0195590537041425,0.0429193302989006,0.073487214744091,0.9133024109674448,0.0234947461220953,-181.9663585159473,-177.21580170057894,36,noisy_or,3,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy,3,3,2025-08-16T00:18:08.860600+00:00,0.5055516958236694,0.4871291220188141,0.5055516958236694,0.4871291220188141,,,,,,,0.5037974119186401,0.1499552726745605,0.5437019467353821,0.7519852519035339,0.5437019467353821,0.7519852519035339,,,,,,,,
gpt-4,CoT,,0.0156241869553923,0.0713313892483711,0.0985914170742034,0.7954457689752727,0.0376250296831131,-1106.0501049802033,-1095.608188210177,240,noisy_or,3,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,9,9,2025-08-16T00:18:10.863527+00:00,0.5083481073379517,0.4911625981330871,0.5083481073379517,0.4911625981330871,,,,,,,0.4851265251636505,0.2401269376277923,0.5145881772041321,0.6233679056167603,0.5145881772041321,0.6233679056167603,,,,,,,,
gpt-4.1,CoT,,0.0457984134554863,0.0500314943492412,0.0693231299519538,0.9581633167722208,0.0236957121640443,-1275.1088149753068,-1264.6668982052809,240,noisy_or,3,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-16T00:18:18.519111+00:00,0.5055516958236694,0.4512118697166443,0.5055516958236694,0.4512118697166443,,,,,,,0.5037974119186401,0.072879858314991,0.5437019467353821,0.91785991191864,0.5437019467353821,0.91785991191864,,,,,,,,
gpt-4.1-mini,CoT,,0.0355505235493183,0.0685012862086296,0.0886570662260055,0.9109537971316596,0.0148420324198371,-1152.184202459092,-1141.7548118032976,239,noisy_or,3,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T00:18:29.025296+00:00,0.4715025722980499,0.4154747128486633,0.4715025722980499,0.4154747128486633,,,,,,,0.494641900062561,0.11183562874794,0.4953719675540924,0.8179116249084473,0.4953719675540924,0.8179116249084473,,,,,,,,
gpt-4o,CoT,,0.0314433015882968,0.0700941383838653,0.0897116959095001,0.904138256076976,0.01861142963171,-1151.3539729857562,-1140.9120562157302,240,noisy_or,3,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-16T00:18:37.227077+00:00,0.5055516958236694,0.4384744763374328,0.5055516958236694,0.4384744763374328,,,,,,,0.5037974119186401,0.1346149146556854,0.5437019467353821,0.8021177053451538,0.5437019467353821,0.8021177053451538,,,,,,,,
o3,CoT,,0.0277405399829149,0.0732545182108879,0.0851029455661773,0.8994891562598906,0.0113104526595822,-1137.246637466941,-1126.9064253519418,232,noisy_or,3,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T00:18:45.612860+00:00,0.4715025722980499,0.4043623507022857,0.4715025722980499,0.4043623507022857,,,,,,,0.494641900062561,0.1384163945913314,0.4953719675540924,0.7438451051712036,0.4953719675540924,0.7438451051712036,,,,,,,,
o3-mini,CoT,,0.0543907433748245,0.068649336695671,0.0988714396953582,0.9195495604119468,0.0346872491762042,-1104.6887213247464,-1094.2468045547205,240,noisy_or,3,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-16T00:18:52.956104+00:00,0.5055516958236694,0.4523042440414428,0.5055516958236694,0.4523042440414428,,,,,,,0.5037974119186401,0.0843330100178718,0.5437019467353821,0.9371206164360046,0.5437019467353821,0.9371206164360046,,,,,,,,
claude-3-5-haiku-20241022,numeric,,0.036409918218851,0.1206349283456802,0.1672922372817993,0.5294583188302001,0.0189775872975587,-850.2462683476624,-836.3237126542945,240,noisy_or,4,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,4,4,2025-08-16T00:19:03.678341+00:00,0.5121279954910278,0.4736384153366089,0.5121279954910278,0.4736384153366089,,,,,,,0.4838784635066986,0.1570818424224853,0.4927954077720642,0.2749340236186981,0.4725507199764251,0.7661409378051758,,,,,,,,
claude-3-7-sonnet-20250219,numeric,,0.0636698752641677,0.0715234950184822,0.116353802382946,0.89838075304273,0.0345079500228166,-1024.537455430686,-1010.6148997373182,240,noisy_or,4,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-16T00:19:14.252038+00:00,0.5055516958236694,0.4655625224113464,0.5055516958236694,0.4655625224113464,,,,,,,0.5037974119186401,0.0237227212637662,0.5437019467353821,0.9392496943473816,0.4951467514038086,0.8883877992630005,,,,,,,,
claude-3-haiku-20240307,numeric,,0.0517060346901416,0.1497460752725601,0.1894264370203018,0.4039868569594066,0.032846300303936,-790.602181291793,-776.6796255984251,240,noisy_or,4,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,4,4,2025-08-16T00:19:28.193811+00:00,0.5121279954910278,0.6498293280601501,0.5121279954910278,0.6498293280601501,,,,,,,0.4838784635066986,0.3228882849216461,0.4927954077720642,0.5341503024101257,0.4725507199764251,0.6419850587844849,,,,,,,,
claude-opus-4-20250514,numeric,,0.0451906211674213,0.1102244034409523,0.1440034657716751,0.7858553684980076,0.0231213448569178,-922.2005727732708,-908.278017079903,240,noisy_or,4,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-16T00:19:37.099072+00:00,0.5055516958236694,0.467177540063858,0.5055516958236694,0.467177540063858,,,,,,,0.5037974119186401,0.0746972858905792,0.5437019467353821,0.715480387210846,0.4951467514038086,0.8501876592636108,,,,,,,,
claude-sonnet-4-20250514,numeric,,0.0427802391350269,0.0857708752155304,0.1020666286349296,0.8972458847781788,0.0336312569677829,-1087.422120682406,-1073.4995649890382,240,noisy_or,4,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T00:19:47.974462+00:00,0.4715025722980499,0.4595219790935516,0.4715025722980499,0.4595219790935516,,,,,,,0.494641900062561,0.1065809428691864,0.4953719675540924,0.8647428750991821,0.5772022008895874,0.8346793055534363,,,,,,,,
gpt-4,numeric,,0.0384164415299892,0.0647821798920631,0.1289149671792984,0.7261014291387551,0.0171147175133228,-975.3290621142152,-961.4065064208472,240,noisy_or,4,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,4,4,2025-08-16T00:19:57.842314+00:00,0.5121279954910278,0.4917770028114319,0.5121279954910278,0.4917770028114319,,,,,,,0.4838784635066986,0.0046695414930582,0.4927954077720642,0.1272840946912765,0.4725507199764251,0.9027717113494872,,,,,,,,
gpt-4.1,numeric,,0.0666582956910133,0.0423875823616981,0.0903774350881576,0.9439576758689326,0.0249887614045292,-1145.8051237277427,-1131.8825680343748,240,noisy_or,4,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T00:20:12.952046+00:00,0.4715025722980499,0.4705118536949157,0.4715025722980499,0.4705118536949157,,,,,,,0.494641900062561,0.0210242588073015,0.4953719675540924,0.9764154553413392,0.5772022008895874,0.9964984655380248,,,,,,,,
gpt-4.1-mini,numeric,,0.080302856862545,0.1115747317671775,0.1757228374481201,0.7795045234465702,0.055903161689639,-826.6467065766741,-812.7241508833062,240,noisy_or,4,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T00:20:37.364709+00:00,0.4715025722980499,0.3892849087715149,0.4715025722980499,0.3892849087715149,,,,,,,0.494641900062561,0.0325566492974758,0.4953719675540924,0.919958472251892,0.5772022008895874,0.8165490031242371,,,,,,,,
gpt-4o,numeric,,0.0739438533782959,0.0745163410902023,0.1245330795645713,0.897320158691756,0.0204955491237342,-991.9282574918152,-978.0057017984471,240,noisy_or,4,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T00:20:50.094422+00:00,0.4715025722980499,0.412775456905365,0.4715025722980499,0.412775456905365,,,,,,,0.494641900062561,0.0146064013242721,0.4953719675540924,0.9463563561439514,0.5772022008895874,0.9997572302818298,,,,,,,,
humans,numeric,,0.0189115945249795,0.0909656807780265,0.1097327768802642,0.7734686591157416,0.0102858036756515,-1052.659434896155,-1038.7368792027871,240,noisy_or,4,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,9,9,2025-08-16T00:21:26.801064+00:00,0.5083481073379517,0.5318721532821655,0.5083481073379517,0.5318721532821655,,,,,,,0.4851265251636505,0.2512134909629822,0.5145881772041321,0.6479554772377014,0.5031993389129639,0.6034271121025085,,,,,,,,
o3,numeric,,0.037668589502573,0.0734346732497215,0.0885073393583297,0.9178454623194904,0.006676135957241,-1155.8415263754955,-1141.9189706821276,240,noisy_or,4,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T00:21:35.748467+00:00,0.4715025722980499,0.445796400308609,0.4715025722980499,0.445796400308609,,,,,,,0.494641900062561,0.1155039444565773,0.4953719675540924,0.86652672290802,0.5772022008895874,0.8096720576286316,,,,,,,,
o3-mini,numeric,,0.0712251514196395,0.0526906475424766,0.1018076390027999,0.9303872309789908,0.0229521054308861,-1088.641680958978,-1074.71912526561,240,noisy_or,4,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T00:21:46.069536+00:00,0.4715025722980499,0.4519698917865753,0.4715025722980499,0.4519698917865753,,,,,,,0.494641900062561,0.020088855177164,0.4953719675540924,0.9926068782806396,0.5772022008895874,0.9899964332580566,,,,,,,,
gpt-4,numeric-conf,,0.0305622834712266,0.0690391436219215,0.1181799173355102,0.722901350732366,0.0180782340466976,-1017.0626052734405,-1003.1400495800724,240,noisy_or,4,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,4,4,2025-08-16T00:22:06.459624+00:00,0.5121279954910278,0.496602714061737,0.5121279954910278,0.496602714061737,,,,,,,0.4838784635066986,0.0282592754811048,0.4927954077720642,0.1708246618509292,0.4725507199764251,0.8559294939041138,,,,,,,,
gpt-4.1,numeric-conf,,0.0540110915899276,0.0708107054233551,0.0894578248262405,0.9333836773063792,0.0326882909983396,-1150.714238788843,-1136.791683095475,240,noisy_or,4,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T00:22:18.676873+00:00,0.4715025722980499,0.4359002411365509,0.4715025722980499,0.4359002411365509,,,,,,,0.494641900062561,0.0563617385923862,0.4953719675540924,0.9377958178520204,0.5772022008895874,0.8739305734634399,,,,,,,,
gpt-4.1-mini,numeric-conf,,0.0569952130317688,0.1328936517238617,0.1903674453496933,0.6391234357722904,0.0383520126342773,-788.2236003468278,-774.3010446534598,240,noisy_or,4,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T00:22:31.142396+00:00,0.4715025722980499,0.3977858126163482,0.4715025722980499,0.3977858126163482,,,,,,,0.494641900062561,0.0690888985991478,0.4953719675540924,0.580832302570343,0.5772022008895874,0.8059058785438538,,,,,,,,
gpt-4o,numeric-conf,,0.0524743795394897,0.0974585562944412,0.13438680768013,0.8386012958201193,0.0341810196638107,-955.3758475270322,-941.4532918336644,240,noisy_or,4,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-16T00:22:42.319495+00:00,0.5055516958236694,0.4591347277164459,0.5055516958236694,0.4591347277164459,,,,,,,0.5037974119186401,0.0719035938382148,0.5437019467353821,0.8472307324409485,0.4951467514038086,0.8379217982292175,,,,,,,,
o3,numeric-conf,,0.0314129926264286,0.075811319053173,0.0915141999721527,0.8939814007637807,0.0095181640237569,-1139.805365070478,-1125.88280937711,240,noisy_or,4,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T00:22:53.640414+00:00,0.4715025722980499,0.4171817898750305,0.4715025722980499,0.4171817898750305,,,,,,,0.494641900062561,0.1529565602540969,0.4953719675540924,0.8123894929885864,0.5772022008895874,0.737669825553894,,,,,,,,
o3-mini,numeric-conf,,0.062536247074604,0.0694183483719825,0.08859184384346,0.940166886210472,0.0277964775916188,-1155.383421432441,-1141.4608657390731,240,noisy_or,4,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T00:23:03.698363+00:00,0.4715025722980499,0.4068664908409118,0.4715025722980499,0.4068664908409118,,,,,,,0.494641900062561,0.0374435484409332,0.4953719675540924,0.9677846431732178,0.5772022008895874,0.9320326447486876,,,,,,,,
claude-3-haiku-20240307,CoT,,0.0490519516170024,0.1240546032786369,0.1621341854333877,0.563572331146664,0.016715782880783,-865.2788890855963,-851.3563333922284,240,noisy_or,4,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,4,4,2025-08-16T00:23:19.444491+00:00,0.5121279954910278,0.6924414038658142,0.5121279954910278,0.6924414038658142,,,,,,,0.4838784635066986,0.2786210179328918,0.4927954077720642,0.6723405122756958,0.4725507199764251,0.6811949610710144,,,,,,,,
claude-opus-4-20250514,CoT,,0.019840195775032,0.0385860428214073,0.0699037462472915,0.9215515434372208,0.010944971607791,-183.56579225058513,-177.2317164967607,36,noisy_or,4,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy,3,3,2025-08-16T00:23:28.157141+00:00,0.5055516958236694,0.4825427532196045,0.5055516958236694,0.4825427532196045,,,,,,,0.5037974119186401,0.1287728250026703,0.5437019467353821,0.7153975963592529,0.4951467514038086,0.8353322148323059,,,,,,,,
gpt-4,CoT,,0.0156867261976003,0.0637250691652298,0.0884180963039398,0.8354823313166005,0.0183978103101253,-1156.3257423876416,-1142.4031866942737,240,noisy_or,4,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,9,9,2025-08-16T00:23:30.762268+00:00,0.5083481073379517,0.4694583117961883,0.5083481073379517,0.4694583117961883,,,,,,,0.4851265251636505,0.1624535918235778,0.5145881772041321,0.4874588847160339,0.5031993389129639,0.7513853907585144,,,,,,,,
gpt-4.1,CoT,,0.0455630347132682,0.0493282414972782,0.067549780011177,0.960276377275112,0.0225356556475162,-1285.547415520038,-1271.62485982667,240,noisy_or,4,0.1,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T00:23:40.275110+00:00,0.4715025722980499,0.4505838453769684,0.4715025722980499,0.4505838453769684,,,,,,,0.494641900062561,0.0668788328766822,0.4953719675540924,0.8929634690284729,0.5772022008895874,0.9564199447631836,,,,,,,,
