agent,prompt_category,domain,loss,loss_function,mae,rmse,r2,ece_10bin,aic,bic,loocv_rmse,loocv_mae,loocv_r2,loocv_consistency,loocv_calibration,loocv_bias,loocv_n_folds,num_rows,model,params_tying,lr,optimizer,version,experiment,graph_type,temperature,included_domains,seed_used,restart_index,run_timestamp,init_pC1,fit_pC1,init_pC2,fit_pC2,init_w0,fit_w0,init_w1,fit_w1,init_w2,fit_w2,init_b,fit_b,init_m1,fit_m1,init_m2,fit_m2
gpt-5-mini-v_low-r_low,CoT,,0.0264511443674564,huber,0.0872443616390228,0.101763479411602,0.8615793500264693,0.0314930863991505,-1081.7095117552035,-1071.292699734189,0.1059649245504363,0.0919755215536464,0.8584460740839946,0.0526219409554075,0.0741263205896724,0.0112387457297567,11,238,logistic,3,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-25T20:32:21.265078+00:00,0.5055516958236694,0.4017908871173858,0.5055516958236694,0.4017908871173858,0.0455659590661525,-1.642306208610535,0.5204474329948425,2.992447853088379,0.5204474329948425,2.992447853088379,,,,,,
gpt-5-mini-v_low-r_low,numeric,,0.036280307918787,huber,0.0968226939439773,0.1139037311077117,0.8711481837974917,0.0439323484897613,-1036.7527996331949,-1026.310882863169,0.1108674047706545,0.0953696538101543,0.8823900132681215,0.05653503845149,0.0838867766206915,0.0124978875391411,11,240,logistic,3,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-25T20:38:15.513455+00:00,0.5055516958236694,0.4101493060588836,0.5055516958236694,0.4101493060588836,0.0455659590661525,-1.607509732246399,0.5204474329948425,2.9999990463256836,0.5204474329948425,2.9999990463256836,,,,,,
gpt-5-mini-v_low-r_low,numeric-conf,,0.0286733172833919,huber,0.088818684220314,0.1027080565690994,0.8698424520912449,0.0307399723678827,-1086.41507827849,-1075.973161508464,0.1043296066070324,0.0893379901304389,0.8719530374148023,0.0538831173395874,0.0734451495246453,0.0100183117479989,11,240,logistic,3,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-25T20:44:29.375582+00:00,0.5055516958236694,0.4046125710010528,0.5055516958236694,0.4046125710010528,0.0455659590661525,-1.622082233428955,0.5204474329948425,2.9999983310699463,0.5204474329948425,2.9999983310699463,,,,,,
gpt-5-mini-v_low-r_low,CoT,,0.0315213873982429,huber,0.0874456018209457,0.1017306447029113,0.8616686612391158,0.0320961301942833,-1079.8631227152905,-1065.974040020605,0.1125076658941311,0.0987836995449933,0.8404260917032943,0.0538493787257563,0.0809344714879989,0.018034807722402,11,238,logistic,4,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-25T20:50:58.862904+00:00,0.5055516958236694,0.4013824760913849,0.5055516958236694,0.4013824760913849,0.0455659590661525,-1.6422898769378662,0.5204474329948425,2.938394069671631,-0.0582337826490402,2.9999775886535645,,,,,,
gpt-5-mini-v_low-r_low,numeric,,0.0424829088151454,huber,0.0968221500515937,0.1139037311077117,0.8711481837974917,0.0439339634031057,-1034.7527996331949,-1020.8302439398268,0.1108684215689147,0.095371246879751,0.882387855985221,0.0565343450460351,0.0838883507251739,0.0124976193182396,11,240,logistic,4,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-25T20:58:24.961357+00:00,0.5055516958236694,0.4101525545120239,0.5055516958236694,0.4101525545120239,0.0455659590661525,-1.6075290441513062,0.5204474329948425,2.9999985694885254,-0.0582337826490402,3.0,,,,,,
gpt-5-mini-v_low-r_low,numeric-conf,,0.0340610742568969,huber,0.0888189002871513,0.1027080938220024,0.8698423417769678,0.0307400409132242,-1084.414874867964,-1070.492319174596,0.1081300424753613,0.092388407515757,0.8624543409571233,0.0561826329253609,0.0764955601367083,0.0130520059665044,11,240,logistic,4,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-25T21:05:46.736344+00:00,0.5055516958236694,0.4046109318733215,0.5055516958236694,0.4046109318733215,0.0455659590661525,-1.622044563293457,0.5204474329948425,2.999991655349731,-0.0582337826490402,3.0,,,,,,
gpt-5-mini-v_low-r_low,CoT,,0.0315210856497287,huber,0.0829778686165809,0.0999758318066597,0.8663998122616716,0.0230898271087838,-1086.1455575903956,-1068.7842042220382,0.1217371363929752,0.0997526438952434,0.8131712037301155,0.0697806593052157,0.054772107954553,0.0259306634634693,11,238,logistic,5,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-25T21:13:51.142551+00:00,0.5055516958236694,0.4107170403003692,0.5004981160163879,0.641635000705719,0.0455659590661525,-1.677677035331726,0.5204474329948425,2.9993934631347656,-0.0582337826490402,2.9998879432678223,,,,,,
gpt-5-mini-v_low-r_low,numeric,,0.0424825623631477,huber,0.091784119606018,0.112784557044506,0.8736678458575002,0.0462454780936241,-1037.4924276504664,-1020.0892330337564,0.1175582589334171,0.1021013576424483,0.8677661237518118,0.0582688339597181,0.0767492917721922,0.0068009927688223,11,240,logistic,5,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-25T21:22:42.440748+00:00,0.5055516958236694,0.4230416417121887,0.5004981160163879,0.7106170654296875,0.0455659590661525,-1.6398155689239502,0.5204474329948425,2.999998092651367,-0.0582337826490402,3.0,,,,,,
gpt-5-mini-v_low-r_low,numeric-conf,,0.034060750156641,huber,0.0838917419314384,0.1007788106799125,0.8746862171675295,0.024252325668931,-1091.517022877831,-1074.1138282611212,0.1160210233848196,0.0932088204089439,0.8416465516158109,0.0690868559512886,0.0485805523621313,0.0187799652552966,11,240,logistic,5,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-25T21:31:26.898105+00:00,0.5055516958236694,0.4150455594062805,0.5004981160163879,0.6774846911430359,0.0455659590661525,-1.6558165550231934,0.5204474329948425,2.999997138977051,-0.0582337826490402,3.0,,,,,,
gpt-5-mini-v_low-r_low,CoT,,0.0155333410948514,huber,0.0785158947110176,0.0933767482638359,0.8834547724805561,0.053192584704952,-1122.6497529974113,-1112.2329409763968,0.094889127345875,0.0735732024908065,0.8864909320552485,0.0599243720343272,0.0733709184148094,0.0168786564276937,11,238,noisy_or,3,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-25T21:39:33.200212+00:00,0.4715025722980499,0.3955950140953064,0.4715025722980499,0.3955950140953064,,,,,,,0.494641900062561,0.1406847983598709,0.4953719675540924,0.7583004832267761,0.4953719675540924,0.7583004832267761
