agent,prompt_category,domain,loss,loss_function,mae,rmse,r2,rmse_task,r2_task,ece_10bin,aic,bic,loocv_rmse,loocv_mae,loocv_r2,loocv_consistency,loocv_calibration,loocv_bias,loocv_n_folds,num_rows,model,params_tying,lr,optimizer,version,experiment,graph_type,temperature,included_domains,seed_used,restart_index,run_timestamp,init_pC1,fit_pC1,init_pC2,fit_pC2,init_w0,fit_w0,init_w1,fit_w1,init_w2,fit_w2,init_b,fit_b,init_m1,fit_m1,init_m2,fit_m2
claude-3-5-haiku-20241022,numeric,,0.0271962210536003,huber,0.1060591489076614,0.1424365192651748,0.3721256918605909,0.0895990256260185,0.7100749076318177,0.0438832387328147,-1864.9045168836312,-1852.3831585719256,0.1507574101815322,0.1076780673229333,0.1792014651119683,0.1055141248470583,0.0564590295155842,0.0109770652019616,11,480,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_e,collider,0.0,econ_ovl_e=ctl;econ_ovl_e=soc;soc_ovl_e=ctl;soc_ovl_e=econ;weath_ovl_e=ctl;weath_ovl_e=econ,4,4,2025-08-31T13:33:36.743244+00:00,0.5121279954910278,0.7172970175743103,0.5121279954910278,0.7172970175743103,,,,,,,0.4838784635066986,0.4040067195892334,0.4927954077720642,0.4826153814792633,0.4927954077720642,0.4826153814792633
claude-3-7-sonnet-20250219,numeric,,0.0249349065124988,huber,0.1271367371082306,0.1672310978174209,0.727659538488971,0.0812701204234381,0.9275212925027454,0.0486072026193141,-1710.84340908221,-1698.322050770504,0.1174188578651786,0.0914742504105423,0.8487050789123444,0.073618270111382,0.0412720062515952,-0.0382533777843822,11,480,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_e,collider,0.0,econ_ovl_e=ctl;econ_ovl_e=soc;soc_ovl_e=ctl;soc_ovl_e=econ;weath_ovl_e=ctl;weath_ovl_e=econ,3,3,2025-08-31T13:34:20.325839+00:00,0.5055516958236694,0.4890347123146057,0.5055516958236694,0.4890347123146057,,,,,,,0.5037974119186401,0.072541706264019,0.5437019467353821,0.7720580697059631,0.5437019467353821,0.7720580697059631
claude-3-haiku-20240307,numeric,,0.0289855860173702,huber,0.1195980682969093,0.1710168719291687,0.3357069763588187,0.0865350483566937,0.7096513855220898,0.0051125273108482,-1689.3533898967942,-1676.8320315850883,0.1075184959682905,0.0875969818144133,0.5517688922995192,0.0623457757373235,0.0164520021640893,-0.0006223255937749,11,480,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_e,collider,0.0,econ_ovl_e=ctl;econ_ovl_e=soc;soc_ovl_e=ctl;soc_ovl_e=econ;weath_ovl_e=ctl;weath_ovl_e=econ,4,4,2025-08-31T13:35:13.994582+00:00,0.5121279954910278,0.7099160552024841,0.5121279954910278,0.7099160552024841,,,,,,,0.4838784635066986,0.4578272700309753,0.4927954077720642,0.5268186926841736,0.4927954077720642,0.5268186926841736
claude-3-opus,numeric,,0.0093654338270425,huber,0.1122908964753151,0.1335670053958892,0.5539427746514696,0.0667494006952802,0.8581558586144319,0.0412681266665458,-1926.6259306985776,-1914.104572386872,0.111036809499141,0.0963160026073455,0.607490104575164,0.0552485357768904,0.0394814680200634,-0.0038088295315251,11,480,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_e,collider,0.0,econ_ovl_e=ctl;econ_ovl_e=soc;soc_ovl_e=ctl;soc_ovl_e=econ;weath_ovl_e=ctl;weath_ovl_e=econ,4,4,2025-08-31T13:35:56.191309+00:00,0.5121279954910278,0.5498049259185791,0.5121279954910278,0.5498049259185791,,,,,,,0.4838784635066986,0.4758059978485107,0.4927954077720642,0.5217114686965942,0.4927954077720642,0.5217114686965942
claude-sonnet-4-20250514,numeric,,0.0101390937343239,huber,0.0587353035807609,0.0986412018537521,0.8397500653458579,0.0256079731348872,0.989303052385244,0.0124056287109851,-2217.6155854921385,-2205.094227180433,0.0388602544797085,0.027834873452331,0.9753668070908792,0.0271171384574482,0.0212495734836115,0.0089873754255699,11,480,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_e,collider,0.0,econ_ovl_e=ctl;econ_ovl_e=soc;soc_ovl_e=ctl;soc_ovl_e=econ;weath_ovl_e=ctl;weath_ovl_e=econ,3,3,2025-08-31T13:36:32.714836+00:00,0.5055516958236694,0.4804946482181549,0.5055516958236694,0.4804946482181549,,,,,,,0.5037974119186401,0.203574538230896,0.5437019467353821,0.686259388923645,0.5437019467353821,0.686259388923645
gemini-1.5-pro,numeric,,0.0199469998478889,huber,0.1353716403245926,0.181983396410942,0.6155860660951198,0.065029993331816,0.9353014760052576,0.0468837216496467,-1629.6862121643323,-1617.1648538526265,0.0959111060140861,0.0840846740838253,0.8592641581760083,0.046137921941307,0.0591551368886774,-0.0070456945534908,11,480,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_e,collider,0.0,econ_ovl_e=ctl;econ_ovl_e=soc;soc_ovl_e=ctl;soc_ovl_e=econ;weath_ovl_e=ctl;weath_ovl_e=econ,3,3,2025-08-31T13:37:13.328304+00:00,0.5055516958236694,0.5451126098632812,0.5055516958236694,0.5451126098632812,,,,,,,0.5037974119186401,0.3106226027011871,0.5437019467353821,0.7216344475746155,0.5437019467353821,0.7216344475746155
gemini-2.5-flash,numeric,,0.0255075972527265,huber,0.0509344711899757,0.0823358371853828,0.9442181152017212,0.0309127131172907,0.9922310931530172,0.0132888535449379,-2366.1013948868904,-2353.6114504747866,0.0453887658223471,0.0413010723813354,0.9832512504486786,0.0188244915742116,0.0072826535466684,-0.0004862123239862,11,475,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_e,collider,0.0,econ_ovl_e=ctl;econ_ovl_e=soc;soc_ovl_e=ctl;soc_ovl_e=econ;weath_ovl_e=ctl;weath_ovl_e=econ,3,3,2025-08-31T13:37:55.420397+00:00,0.5055516958236694,0.4804911613464355,0.5055516958236694,0.4804911613464355,,,,,,,0.5037974119186401,0.0248070694506168,0.5437019467353821,0.9027660489082336,0.5437019467353821,0.9027660489082336
gemini-2.5-flash-lite,numeric,,0.04126912727952,huber,0.2334519326686859,0.2841087281703949,0.262447923092876,0.1612622910490919,0.5877782903355975,0.1098382206142696,-1197.0287699812443,-1184.51993778377,0.2081864459372624,0.1670752464956349,0.3129788391021698,0.124207319753755,0.0464327578426252,-0.0023458826588016,11,478,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_e,collider,0.0,econ_ovl_e=ctl;econ_ovl_e=soc;soc_ovl_e=ctl;soc_ovl_e=econ;weath_ovl_e=ctl;weath_ovl_e=econ,4,4,2025-08-31T13:39:02.720251+00:00,0.5121279954910278,0.4809547066688537,0.5121279954910278,0.4809547066688537,,,,,,,0.4838784635066986,0.3605619668960571,0.4927954077720642,0.496818482875824,0.4927954077720642,0.496818482875824
gemini-2.5-pro,numeric,,0.0313184633851051,huber,0.0429803766310215,0.080699399113655,0.9533307675511236,0.0294892125425664,0.993977792335457,0.0192608100362122,-2410.3432173336537,-2397.821859021948,0.0393374194580356,0.032381292292566,0.9892837922984165,0.022335722040732,0.0222184925097408,0.013480104795008,11,480,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_e,collider,0.0,econ_ovl_e=ctl;econ_ovl_e=soc;soc_ovl_e=ctl;soc_ovl_e=econ;weath_ovl_e=ctl;weath_ovl_e=econ,3,3,2025-08-31T13:39:42.515386+00:00,0.5055516958236694,0.4754560589790344,0.5055516958236694,0.4754560589790344,,,,,,,0.5037974119186401,0.0106402607634663,0.5437019467353821,0.9576178789138794,0.5437019467353821,0.9576178789138794
gpt-3.5-turbo,numeric,,0.0242675859481096,huber,0.0785369724035263,0.0946650356054306,0.3722030360594696,0.0477374221268614,0.7348799026841593,0.0015385836362838,-2257.114138460527,-2244.5927801488215,0.0631773497076949,0.0525371302257884,0.5356476459868784,0.0350888509889811,0.0252567945104656,0.0003553531386635,11,480,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_e,collider,0.0,econ_ovl_e=ctl;econ_ovl_e=soc;soc_ovl_e=ctl;soc_ovl_e=econ;weath_ovl_e=ctl;weath_ovl_e=econ,4,4,2025-08-31T13:41:03.144719+00:00,0.5121279954910278,0.7217575311660767,0.5121279954910278,0.7217575311660767,,,,,,,0.4838784635066986,0.6202605366706848,0.4927954077720642,0.3874079287052154,0.4927954077720642,0.3874079287052154
