id;response;prompt_category;graph;domain;task;cntbl_cond;subject;temperature
1;50;single_numeric_response;collider;economy;a;ppp;gemini-2.5-pro;0.7
2;50;single_numeric_response;collider;economy;a;ppp;gemini-2.5-pro;0.7
3;67;single_numeric_response;collider;economy;b;ppp;gemini-2.5-pro;0.7
4;67;single_numeric_response;collider;economy;b;ppp;gemini-2.5-pro;0.7
5;100;single_numeric_response;collider;economy;c;ppp;gemini-2.5-pro;0.7
6;100;single_numeric_response;collider;economy;c;ppp;gemini-2.5-pro;0.7
7;50;single_numeric_response;collider;economy;d;ppp;gemini-2.5-pro;0.7
8;50;single_numeric_response;collider;economy;d;ppp;gemini-2.5-pro;0.7
9;50;single_numeric_response;collider;economy;e;ppp;gemini-2.5-pro;0.7
10;50;single_numeric_response;collider;economy;e;ppp;gemini-2.5-pro;0.7
11;0;single_numeric_response;collider;economy;f;ppp;gemini-2.5-pro;0.7
12;10;single_numeric_response;collider;economy;f;ppp;gemini-2.5-pro;0.7
13;0;single_numeric_response;collider;economy;g;ppp;gemini-2.5-pro;0.7
14;0;single_numeric_response;collider;economy;g;ppp;gemini-2.5-pro;0.7
15;0;single_numeric_response;collider;economy;h;ppp;gemini-2.5-pro;0.7
16;0;single_numeric_response;collider;economy;h;ppp;gemini-2.5-pro;0.7
17;0;single_numeric_response;collider;economy;i;ppp;gemini-2.5-pro;0.7
18;100;single_numeric_response;collider;economy;j;ppp;gemini-2.5-pro;0.7
19;100;single_numeric_response;collider;economy;j;ppp;gemini-2.5-pro;0.7
20;100;single_numeric_response;collider;economy;k;ppp;gemini-2.5-pro;0.7
61;50;single_numeric_response;collider;economy;a;pmm;gemini-2.5-pro;0.7
62;50;single_numeric_response;collider;economy;a;pmm;gemini-2.5-pro;0.7
63;67;single_numeric_response;collider;economy;b;pmm;gemini-2.5-pro;0.7
64;67;single_numeric_response;collider;economy;b;pmm;gemini-2.5-pro;0.7
65;100;single_numeric_response;collider;economy;c;pmm;gemini-2.5-pro;0.7
66;100;single_numeric_response;collider;economy;c;pmm;gemini-2.5-pro;0.7
67;50;single_numeric_response;collider;economy;d;pmm;gemini-2.5-pro;0.7
68;50;single_numeric_response;collider;economy;d;pmm;gemini-2.5-pro;0.7
69;50;single_numeric_response;collider;economy;e;pmm;gemini-2.5-pro;0.7
70;50;single_numeric_response;collider;economy;e;pmm;gemini-2.5-pro;0.7
71;0;single_numeric_response;collider;economy;f;pmm;gemini-2.5-pro;0.7
72;0;single_numeric_response;collider;economy;f;pmm;gemini-2.5-pro;0.7
73;0;single_numeric_response;collider;economy;g;pmm;gemini-2.5-pro;0.7
74;0;single_numeric_response;collider;economy;g;pmm;gemini-2.5-pro;0.7
75;0;single_numeric_response;collider;economy;h;pmm;gemini-2.5-pro;0.7
76;0;single_numeric_response;collider;economy;h;pmm;gemini-2.5-pro;0.7
