id;response;reasoning_effort;verbosity;prompt_category;content_category;graph;cntbl_cond;subject;temperature
1;Error: Claude API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CScnfgDruNnadPBTMSxF8'};N/A;N/A;numeric;overloaded;collider;ppp;claude-opus-4-20250514;0.0
2;Error: Claude API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CScnfkijSM35VSDvVR5gd'};N/A;N/A;numeric;overloaded;collider;ppp;claude-opus-4-20250514;0.0
3;Error: Claude API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CScnfqELxWRiyeCwq8VXE'};N/A;N/A;numeric;overloaded;collider;ppp;claude-opus-4-20250514;0.0
4;Error: Claude API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CScnfujTpxPUDoFF1YRLw'};N/A;N/A;numeric;overloaded;collider;ppp;claude-opus-4-20250514;0.0
5;Error: Claude API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CScnfzJo3hAgTWzzkUUkk'};N/A;N/A;numeric;overloaded;collider;ppp;claude-opus-4-20250514;0.0
6;Error: Claude API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CScng4pfABkouiQLajvay'};N/A;N/A;numeric;overloaded;collider;ppp;claude-opus-4-20250514;0.0
7;Error: Claude API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CScng9xycTW2ekEWsNW34'};N/A;N/A;numeric;overloaded;collider;ppp;claude-opus-4-20250514;0.0
8;Error: Claude API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CScngEUb5wGDANASyHFAC'};N/A;N/A;numeric;overloaded;collider;ppp;claude-opus-4-20250514;0.0
9;Error: Claude API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CScngJyhe8SKWftgqC6Tp'};N/A;N/A;numeric;overloaded;collider;ppp;claude-opus-4-20250514;0.0
10;Error: Claude API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CScngPWJuRq65yhArAEjX'};N/A;N/A;numeric;overloaded;collider;ppp;claude-opus-4-20250514;0.0
